,sim_ownership,player_name,team,opp,position,salary,ownership,pos,fp,fp_std,created_own,positive_ev
190,0.0,DeMichael Harris,IND,PIT,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
191,0.0,Parris Campbell,IND,PIT,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
192,0.0,Ashton Dulin,IND,PIT,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
193,0.0,Dezmon Patmon,IND,PIT,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
194,0.0,Marcus Johnson,IND,PIT,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
195,0.4407051282051282,Trey Burton,IND,PIT,TE,2700,1.4,TE,4.760000013,4.840010415,0.6810897435897436,-0.24038461538461542
196,0.2203525641025641,Mo Alie-Cox,IND,PIT,TE,2500,0.4,TE,4.6300017460000005,4.527765931999999,0.3605769230769231,-0.14022435897435898
197,0.07211538461538462,Jack Doyle,IND,PIT,TE,2800,0.3,TE,3.83,4.1093410619999995,0.18028846153846154,-0.10817307692307691
198,0.0,Noah Togiai,IND,PIT,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
199,4.459134615384616,Jonathan Taylor,IND,PIT,RB,7300,3.7,RB,16.80373463,8.641762718999999,5.428685897435898,-0.9695512820512819
200,1.439102564102564,Nyheim Hines,IND,PIT,RB,5000,2.5,RB,11.34043641,7.054397602000001,2.063301282051282,-0.6241987179487178
201,0.0,Jordan Wilkins,IND,PIT,RB,4000,0.0,RB,2.17,5.345250255,0.0,0.0
202,0.0,Marlon Mack,IND,PIT,RB,4000,0.0,RB,0.0,0.0,0.0,0.0
203,1.7019230769230769,Philip Rivers,IND,PIT,QB,5600,2.1,QB,18.62661262,8.065965277,2.0232371794871797,-0.32131410256410287
204,3.362179487179487,Colts,IND,PIT,D,3200,3.74,D,6.0,3.0,3.9663461538461537,-0.604166666666667
205,5.618589743589744,Keke Coutee,HOU,CIN,WR,5400,3.5,WR,14.21483376,7.801621901,5.448717948717949,0.1698717948717947
206,11.15625,Brandin Cooks,HOU,CIN,WR,6200,7.7,WR,13.805682500000001,9.608086958,13.100961538461538,-1.9447115384615383
207,7.2660256410256405,Chad Hansen,HOU,CIN,WR,4400,4.1,WR,12.54958059,9.492511916,5.268429487179487,1.9975961538461533
208,0.0,Randall Cobb,HOU,CIN,WR,3000,0.0,WR,5.5540726970000005,5.3739419470000005,0.0,0.0
209,0.016025641025641024,Steven Mitchell Jr.,HOU,CIN,WR,3000,0.2,WR,0.0,0.0,0.1201923076923077,-0.10416666666666667
210,0.0,Isaiah Coulter,HOU,CIN,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
211,0.0,Will Fuller V,HOU,CIN,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
212,2.4471153846153846,Jordan Akins,HOU,CIN,TE,3300,3.1,TE,7.060082622,5.6842888060000005,2.7443910256410255,-0.29727564102564097
213,0.08413461538461539,Darren Fells,HOU,CIN,TE,2500,0.2,TE,2.495,4.292227399,0.2203525641025641,-0.1362179487179487
214,0.0,Pharaoh Brown,HOU,CIN,TE,2500,0.0,TE,1.43,2.3077878469999997,0.0,0.0
215,0.0,Kahale Warring,HOU,CIN,TE,2500,0.0,TE,0.47,0.0,0.0,0.0
216,14.31650641025641,David Johnson,HOU,CIN,RB,6100,11.0,RB,16.95339629,11.29158319,11.438301282051281,2.8782051282051295
217,0.0,Duke Johnson Jr.,HOU,CIN,RB,5000,0.0,RB,13.16707367,7.46387133,0.0,0.0
218,0.12980769230769232,Scottie Phillips,HOU,CIN,RB,4000,0.3,RB,1.23,5.006406693,0.4206730769230769,-0.2908653846153846
219,0.02483974358974359,C.J. Prosise,HOU,CIN,RB,4000,0.3,RB,1.18,4.988383099,0.3405448717948718,-0.3157051282051282
220,0.07211538461538462,Buddy Howell,HOU,CIN,RB,4000,0.4,RB,0.72,0.0,0.3205128205128205,-0.24839743589743585
221,0.0,Dontrell Hilliard,HOU,CIN,RB,4000,0.0,RB,0.0,0.0,0.0,0.0
